score,r_approach_reward,w_approach_reward,active_approach_reward,r_close_reward,w_close_reward,active_close_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_move_bonus,w_move_bonus,active_move_bonus,r_move_reward,w_move_reward,active_move_reward,r_movement_penalty,w_movement_penalty,active_movement_penalty,r_object_angle_reward,w_object_angle_reward,active_object_angle_reward,r_object_velocity_reward,w_object_velocity_reward,active_object_velocity_reward,r_open_reward,w_open_reward,active_open_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_bonus,w_success_bonus,active_success_bonus,r_success_reward,w_success_reward,active_success_reward,r_velocity_penalty,w_velocity_penalty,active_velocity_penalty,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.9161,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9328,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.4638,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.9258,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.797,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.4155,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.9403,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.8787,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.748,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.3602,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5727,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.411,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.1811,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,shadow_hand_door_open_outward,42
0.0057,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.8427,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.9754,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,shadow_hand_door_open_outward,42
0.0035,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5262,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9976,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9123,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.7158,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.3522,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0005,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.0039,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.7862,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9331,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.4629,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.9946,,8.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.3969,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8348,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9408,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8382,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9983,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9519,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9615,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.151,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.0,,1.0,1,,0,0,,15.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.297,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8806,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9936,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.2937,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.001,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9976,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.6027,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.0723,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.9391,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.9575,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9412,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9881,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.6852,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.109,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.0015,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.3283,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.4567,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.9864,,8.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,shadow_hand_door_open_outward,42
0.768,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.3509,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.4505,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.1725,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.998,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9525,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9513,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.3468,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.959,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.1506,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9695,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.7207,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.95,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.7978,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9957,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5447,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9493,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9813,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.6592,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0711,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9999,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.5177,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.4051,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.6485,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9895,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9994,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9059,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9899,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9137,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.5628,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9613,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.7999,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.4519,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.4314,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9446,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9676,,3.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.6895,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0095,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
1.0,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0015,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.4609,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.8818,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9694,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9928,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9459,,8.0,1,,0,0,,15.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.5206,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9638,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9317,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.7808,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9617,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.0731,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9834,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
